Time,Conditions
2015031619,Clear
2015031620,Clear
2015031621,Clear
2015031622,Clear
2015031623,Scattered Clouds
2015031700,Overcast
2015031701,Overcast
2015031702,Overcast
2015031703,Overcast
2015031704,Light Rain
2015031705,Overcast
2015031706,Overcast
2015031707,Light Rain
2015031708,Light Rain
2015031709,Mostly Cloudy
2015031710,Scattered Clouds
2015031711,Clear
2015031712,Mostly Cloudy
2015031713,Mostly Cloudy
2015031714,Overcast
2015031715,Overcast
2015031716,Mostly Cloudy
2015031717,Partly Cloudy
2015031718,Clear
2015031719,Clear
2015031720,Clear
2015031721,Clear
2015031722,Clear
2015031723,Clear
2015031800,Scattered Clouds
2015031801,Overcast
2015031802,Partly Cloudy
2015031803,Clear
2015031804,Clear
2015031805,Clear
2015031806,Clear
2015031807,Scattered Clouds
2015031808,Overcast
2015031809,Overcast
2015031810,Overcast
2015031811,Mostly Cloudy
2015031812,Mostly Cloudy
2015031813,Mostly Cloudy
2015031814,Overcast
2015031815,Mostly Cloudy
2015031816,Mostly Cloudy
2015031817,Clear
2015031818,Clear
2015031819,Clear
2015031820,Clear
2015031821,Clear
2015031822,Clear
2015031823,Clear
2015031900,Mostly Cloudy
2015031901,Overcast
2015031902,Clear
2015031903,Clear
2015031904,Clear
2015031905,Clear
2015031906,Clear
2015031907,Clear
2015031908,Clear
2015031909,Clear
2015031910,Clear
2015031911,Clear
2015031912,Clear
2015031913,Clear
2015031914,Clear
2015031915,Clear
2015031916,Clear
2015031917,Clear
2015031918,Clear
2015031919,Clear
2015031920,Clear
2015031921,Clear
2015031922,Clear
2015031923,Clear
2015032000,Clear
2015032001,Clear
2015032002,Clear
2015032003,Clear
2015032004,Clear
2015032005,Clear
2015032006,Mostly Cloudy
2015032007,Overcast
2015032008,Overcast
2015032009,Overcast
2015032010,Overcast
2015032011,Haze
2015032012,Haze
2015032012,Light Snow
2015032012,Light Snow
2015032013,Snow
2015032013,Heavy Snow
2015032013,Heavy Snow
2015032014,Snow
2015032015,Snow
2015032016,Snow
2015032017,Snow
2015032018,Snow
2015032019,Light Snow
2015032020,Light Snow
2015032020,Light Snow
2015032020,Light Snow
2015032020,Light Snow
2015032021,Light Snow
2015032022,Overcast
2015032022,Overcast
2015032023,Overcast
2015032023,Overcast
2015032100,Overcast
2015032100,Overcast
2015032101,Overcast
2015032102,Overcast
2015032102,Overcast
2015032103,Overcast
2015032103,Overcast
2015032104,Overcast
2015032104,Overcast
2015032105,Overcast
2015032105,Overcast
2015032106,Overcast
2015032106,Overcast
2015032106,Overcast
2015032107,Overcast
2015032107,Overcast
2015032107,Overcast
2015032108,Overcast
2015032109,Haze
2015032109,Haze
2015032109,Haze
2015032110,Partly Cloudy
2015032111,Clear
2015032112,Overcast
2015032113,Overcast
2015032114,Overcast
2015032115,Overcast
2015032116,Overcast
2015032116,Overcast
2015032117,Clear
2015032118,Clear
2015032119,Mostly Cloudy
2015032120,Overcast
2015032121,Overcast
2015032122,Mostly Cloudy
2015032123,Clear
2015032200,Clear
2015032201,Clear
2015032202,Clear
2015032203,Partly Cloudy
2015032204,Clear
2015032205,Partly Cloudy
2015032206,Partly Cloudy
2015032207,Clear
2015032208,Clear
2015032209,Clear
2015032210,Clear
2015032211,Clear
2015032212,Clear
2015032213,Clear
2015032214,Clear
2015032215,Clear
2015032216,Clear
2015032217,Clear
2015032218,Clear
2015032219,Clear
2015032220,Clear
2015032221,Clear
2015032222,Clear
2015032223,Clear
2015032300,Clear
2015032301,Clear
2015032302,Clear
2015032303,Clear
2015032304,Clear
2015032305,Clear
2015032306,Clear
2015032307,Clear
2015032308,Clear
2015032309,Clear
2015032310,Clear
2015032311,Clear
2015032312,Clear
2015032313,Clear
2015032314,Clear
2015032315,Clear
2015032316,Clear
2015032317,Clear
2015032318,Clear
2015032319,Clear
2015032320,Clear
2015032321,Clear
2015032322,Clear
2015032323,Clear
2015032400,Partly Cloudy
2015032401,Overcast
2015032402,Overcast
2015032403,Overcast
2015032404,Overcast
2015032405,Mostly Cloudy
2015032406,Clear
2015032407,Mostly Cloudy
2015032408,Clear
2015032409,Clear
2015032410,Clear
2015032411,Clear
2015032412,Partly Cloudy
2015032413,Overcast
2015032414,Clear
2015032415,Clear
2015032416,Clear
2015032417,Clear
2015032418,Clear
2015032419,Clear
2015032420,Clear
2015032421,Clear
2015032422,Clear
2015032423,Clear
2015032500,Clear
2015032501,Clear
2015032502,Clear
2015032503,Clear
2015032504,Clear
2015032505,Clear
2015032506,Clear
2015032507,Clear
2015032508,Clear
2015032509,Clear
2015032510,Clear
2015032511,Clear
2015032512,Clear
2015032513,Clear
2015032514,Overcast
2015032515,Light Rain
2015032516,Overcast
2015032517,Overcast
2015032518,Overcast
2015032519,Light Rain
2015032519,Light Rain
2015032520,Overcast
2015032520,Overcast
2015032521,Overcast
2015032521,Overcast
2015032521,Overcast
2015032522,Haze
2015032522,Overcast
2015032523,Overcast
2015032600,Overcast
2015032601,Overcast
2015032601,Overcast
2015032602,Overcast
2015032602,Overcast
2015032602,Overcast
2015032602,Overcast
2015032603,Overcast
2015032603,Overcast
2015032604,Overcast
2015032604,Overcast
2015032605,Overcast
2015032606,Overcast
2015032606,Overcast
2015032607,Haze
2015032608,Haze
2015032609,Light Rain
2015032610,Haze
2015032610,Haze
2015032611,Haze
2015032611,Haze
2015032612,Light Rain
2015032612,Light Rain
2015032612,Light Rain
2015032613,Light Rain
2015032613,Overcast
2015032613,Overcast
2015032613,Overcast
2015032614,Overcast
2015032614,Light Rain
2015032614,Light Rain
2015032614,Overcast
2015032615,Overcast
2015032615,Light Rain
2015032615,Light Rain
2015032615,Overcast
2015032616,Light Rain
2015032616,Overcast
2015032617,Overcast
2015032617,Overcast
2015032617,Overcast
2015032618,Overcast
2015032618,Scattered Clouds
2015032619,Mostly Cloudy
2015032619,Overcast
2015032620,Overcast
2015032621,Overcast
2015032621,Overcast
2015032621,Light Rain
2015032622,Rain
2015032622,Heavy Rain
2015032622,Light Rain
2015032622,Light Rain
2015032622,Rain
2015032623,Light Rain
2015032623,Overcast
2015032623,Light Rain
2015032700,Light Rain
2015032700,Light Rain
2015032700,Light Rain
2015032701,Overcast
2015032701,Light Rain
2015032702,Overcast
2015032703,Rain
2015032703,Light Rain
2015032704,Light Rain
2015032704,Light Rain
2015032705,Light Rain
2015032705,Light Rain
2015032705,Light Rain
2015032706,Light Rain
2015032706,Light Rain
2015032706,Light Rain
2015032707,Light Rain
2015032707,Overcast
2015032708,Overcast
2015032708,Overcast
2015032709,Overcast
2015032709,Overcast
2015032710,Overcast
2015032710,Overcast
2015032711,Overcast
2015032712,Overcast
2015032712,Overcast
2015032712,Overcast
2015032713,Overcast
2015032713,Overcast
2015032713,Overcast
2015032713,Overcast
2015032714,Overcast
2015032714,Overcast
2015032715,Overcast
2015032716,Overcast
2015032717,Overcast
2015032718,Overcast
2015032719,Overcast
2015032720,Overcast
2015032721,Overcast
2015032722,Overcast
2015032723,Overcast
2015032800,Mostly Cloudy
2015032801,Overcast
2015032802,Overcast
2015032803,Overcast
2015032804,Mostly Cloudy
2015032805,Overcast
2015032806,Overcast
2015032807,Overcast
2015032808,Overcast
2015032809,Overcast
2015032810,Overcast
2015032811,Light Snow
2015032812,Light Snow
2015032812,Light Snow
2015032812,Overcast
2015032813,Overcast
2015032814,Overcast
2015032815,Overcast
2015032816,Overcast
2015032817,Overcast
2015032818,Overcast
2015032819,Overcast
2015032820,Overcast
2015032821,Overcast
2015032822,Overcast
2015032823,Haze
2015032900,Overcast
2015032901,Overcast
2015032902,Overcast
2015032903,Overcast
2015032904,Overcast
2015032905,Overcast
2015032906,Overcast
2015032907,Overcast
2015032908,Partly Cloudy
2015032909,Clear
2015032910,Clear
2015032911,Clear
2015032912,Clear
2015032913,Clear
2015032914,Clear
2015032915,Clear
2015032916,Clear
2015032917,Clear
2015032918,Clear
2015032919,Clear
2015032920,Clear
2015032921,Clear
2015032922,Clear
2015032923,Clear
2015033000,Clear
2015033001,Clear
2015033002,Scattered Clouds
2015033003,Partly Cloudy
2015033004,Overcast
2015033005,Overcast
2015033006,Light Snow
2015033006,Light Snow
2015033006,Light Snow
2015033006,Light Snow
2015033006,Light Snow
2015033007,Overcast
2015033008,Overcast
2015033009,Overcast
2015033010,Overcast
2015033011,Overcast
2015033012,Clear
2015033013,Scattered Clouds
2015033014,Scattered Clouds
2015033015,Overcast
2015033016,Overcast
2015033017,Overcast
2015033018,Partly Cloudy
2015033019,Partly Cloudy
2015033020,Clear
2015033021,Scattered Clouds
2015033022,Scattered Clouds
2015033023,Mostly Cloudy
2015033100,Overcast
2015033101,Scattered Clouds
2015033102,Mostly Cloudy
2015033103,Clear
2015033104,Mostly Cloudy
2015033105,Clear
2015033106,Clear
2015033107,Clear
2015033108,Clear
2015033109,Clear
2015033110,Partly Cloudy
2015033111,Mostly Cloudy
2015033112,Overcast
2015033113,Light Rain
2015033114,Light Rain
2015033115,Light Rain
2015033115,Light Rain
2015033115,Light Rain
2015033116,Overcast
2015033117,Overcast
2015033117,Overcast
2015033118,Overcast
2015033119,Light Rain
2015033119,Overcast
2015033119,Overcast
2015033119,Overcast
2015033120,Light Rain
2015033120,Overcast
2015033121,Overcast
2015033121,Overcast
2015033121,Overcast
2015033122,Overcast
2015033122,Overcast
2015033122,Overcast
2015033122,Overcast
2015033122,Overcast
2015033123,Partly Cloudy
2015033123,Partly Cloudy
2015040100,Clear
2015040101,Clear
2015040102,Clear
2015040103,Clear
2015040104,Clear
2015040105,Clear
2015040106,Clear
2015040107,Clear
2015040108,Clear
2015040109,Clear
2015040110,Clear
2015040111,Scattered Clouds
2015040112,Clear
2015040113,Clear
2015040114,Clear
2015040115,Clear
2015040116,Clear
2015040117,Clear
2015040118,Clear
2015040119,Clear
2015040120,Clear
2015040121,Clear
2015040122,Clear
2015040123,Clear
2015040200,Clear
2015040201,Clear
2015040202,Clear
2015040203,Clear
2015040204,Clear
2015040205,Clear
2015040206,Clear
2015040207,Clear
2015040208,Clear
2015040209,Clear
2015040210,Clear
2015040211,Clear
2015040212,Clear
2015040213,Clear
2015040214,Clear
2015040215,Clear
2015040216,Clear
2015040217,Clear
2015040218,Clear
2015040219,Partly Cloudy
2015040220,Partly Cloudy
2015040221,Overcast
2015040222,Clear
2015040223,Clear
2015040300,Scattered Clouds
2015040301,Clear
2015040302,Clear
2015040303,Mostly Cloudy
2015040304,Partly Cloudy
2015040305,Overcast
2015040306,Partly Cloudy
2015040307,Scattered Clouds
2015040308,Mostly Cloudy
2015040309,Overcast
2015040310,Light Rain
2015040311,Light Rain
2015040312,Light Rain
2015040313,Light Rain
2015040313,Light Rain
2015040314,Overcast
2015040314,Overcast
2015040315,Overcast
2015040316,Mostly Cloudy
2015040316,Mostly Cloudy
2015040316,Overcast
2015040317,Mostly Cloudy
2015040318,Overcast
2015040319,Overcast
2015040319,Overcast
2015040320,Mostly Cloudy
2015040321,Haze
2015040322,Haze
2015040322,Haze
2015040323,Haze
2015040323,Overcast
2015040323,Overcast
2015040400,Overcast
2015040400,Overcast
2015040401,Overcast
2015040401,Overcast
2015040402,Overcast
2015040403,Mostly Cloudy
2015040403,Overcast
2015040404,Overcast
2015040404,Light Rain
2015040405,Overcast
2015040405,Overcast
2015040406,Overcast
2015040406,Scattered Clouds
2015040407,Mostly Cloudy
2015040407,Overcast
2015040408,Clear
2015040409,Mostly Cloudy
2015040410,Scattered Clouds
2015040411,Mostly Cloudy
2015040412,Scattered Clouds
2015040413,Clear
2015040414,Clear
2015040415,Partly Cloudy
2015040416,Clear
2015040417,Partly Cloudy
2015040418,Clear
2015040419,Clear
2015040420,Clear
2015040421,Clear
2015040422,Clear
2015040423,Clear
2015040500,Clear
2015040501,Clear
2015040502,Mostly Cloudy
2015040503,Clear
2015040504,Clear
2015040505,Clear
2015040506,Clear
2015040507,Clear
2015040508,Clear
2015040509,Clear
2015040510,Clear
2015040511,Clear
2015040512,Scattered Clouds
2015040513,Overcast
2015040514,Overcast
2015040515,Overcast
2015040516,Overcast
2015040517,Overcast
2015040518,Overcast
2015040519,Overcast
2015040520,Overcast
2015040521,Overcast
2015040522,Clear
2015040523,Clear
2015040600,Clear
2015040601,Clear
2015040602,Clear
2015040603,Clear
2015040604,Clear
2015040605,Clear
2015040606,Clear
2015040607,Clear
2015040608,Clear
2015040609,Clear
2015040610,Clear
2015040611,Clear
2015040612,Clear
2015040613,Clear
2015040614,Clear
2015040615,Clear
2015040616,Clear
2015040617,Clear
2015040618,Clear
2015040619,Clear
2015040620,Clear
2015040621,Clear
2015040622,Clear
2015040623,Partly Cloudy
2015040700,Overcast
2015040701,Partly Cloudy
2015040702,Partly Cloudy
2015040703,Overcast
2015040704,Overcast
2015040705,Overcast
2015040706,Overcast
2015040707,Overcast
2015040708,Overcast
2015040709,Overcast
2015040710,Overcast
2015040711,Overcast
2015040712,Overcast
2015040713,Overcast
2015040714,Overcast
2015040715,Overcast
2015040715,Overcast
2015040715,Overcast
2015040716,Overcast
2015040717,Haze
2015040717,Haze
2015040718,Overcast
2015040718,Light Rain
2015040718,Light Rain
2015040719,Rain
2015040719,Light Rain
2015040720,Overcast
2015040721,Overcast
2015040722,Light Rain
2015040723,Light Rain
2015040800,Overcast
2015040801,Overcast
2015040802,Overcast
2015040802,Overcast
2015040803,Overcast
2015040803,Overcast
2015040804,Overcast
2015040804,Overcast
2015040805,Overcast
2015040805,Overcast
2015040806,Overcast
2015040807,Overcast
2015040808,Overcast
2015040809,Overcast
2015040810,Overcast
2015040811,Overcast
2015040812,Overcast
2015040813,Overcast
2015040814,Overcast
2015040815,Overcast
2015040816,Overcast
2015040817,Overcast
2015040818,Overcast
2015040819,Overcast
2015040820,Overcast
2015040821,Overcast
2015040822,Overcast
2015040822,Overcast
2015040822,Overcast
2015040823,Overcast
2015040900,Overcast
2015040901,Overcast
2015040902,Overcast
2015040903,Overcast
2015040904,Overcast
2015040905,Overcast
2015040906,Overcast
2015040907,Overcast
2015040908,Overcast
2015040909,Overcast
2015040909,Overcast
2015040910,Overcast
2015040910,Overcast
2015040911,Overcast
2015040911,Overcast
2015040912,Overcast
2015040913,Overcast
2015040914,Overcast
2015040915,Overcast
2015040916,Overcast
2015040916,Overcast
2015040916,Overcast
2015040917,Overcast
2015040918,Overcast
2015040919,Overcast
2015040919,Overcast
2015040920,Overcast
2015040920,Overcast
2015040921,Overcast
2015040922,Overcast
2015040922,Overcast
2015040922,Overcast
2015040923,Overcast
2015041000,Overcast
2015041001,Overcast
2015041002,Overcast
2015041003,Overcast
2015041004,Heavy Rain
2015041004,Light Rain
2015041004,Light Rain
2015041005,Light Rain
2015041005,Light Rain
2015041006,Light Rain
2015041006,Rain
2015041006,Light Rain
2015041006,Overcast
2015041007,Overcast
2015041008,Overcast
2015041008,Overcast
2015041008,Overcast
2015041008,Overcast
2015041009,Overcast
2015041009,Overcast
2015041009,Overcast
2015041010,Overcast
2015041010,Overcast
2015041010,Overcast
2015041011,Overcast
2015041011,Overcast
2015041012,Overcast
2015041012,Overcast
2015041012,Overcast
2015041013,Overcast
2015041014,Overcast
2015041015,Overcast
2015041016,Haze
2015041016,Overcast
2015041017,Haze
2015041018,Haze
2015041019,Haze
2015041019,Haze
2015041019,Mostly Cloudy
2015041020,Overcast
2015041021,Mostly Cloudy
2015041022,Partly Cloudy
2015041022,Clear
2015041023,Clear
2015041100,Clear
2015041101,Clear
2015041102,Clear
2015041103,Clear
2015041104,Clear
2015041105,Clear
2015041106,Clear
2015041107,Clear
2015041108,Partly Cloudy
2015041109,Clear
2015041110,Clear
2015041111,Scattered Clouds
2015041112,Partly Cloudy
2015041113,Clear
2015041114,Clear
2015041115,Clear
2015041116,Clear
2015041117,Clear
2015041118,Clear
2015041119,Clear
2015041120,Clear
2015041121,Clear
2015041122,Clear
2015041123,Clear
2015041200,Clear
2015041201,Clear
2015041202,Clear
2015041203,Clear
2015041204,Clear
2015041205,Clear
2015041206,Clear
2015041207,Clear
2015041208,Clear
2015041209,Clear
2015041210,Clear
2015041211,Clear
2015041212,Clear
2015041213,Clear
2015041214,Clear
2015041215,Clear
2015041216,Clear
2015041217,Clear
2015041218,Clear
2015041219,Clear
2015041220,Clear
2015041221,Clear
2015041222,Clear
2015041223,Clear
2015041300,Clear
2015041301,Clear
2015041302,Clear
2015041303,Clear
2015041304,Clear
2015041305,Clear
2015041306,Clear
2015041307,Clear
2015041308,Clear
2015041309,Clear
2015041310,Clear
2015041311,Clear
2015041312,Clear
2015041313,Clear
2015041314,Clear
2015041315,Clear
2015041316,Clear
2015041317,Clear
2015041318,Clear
2015041319,Clear
2015041320,Clear
2015041321,Clear
2015041322,Clear
2015041323,Clear
2015041400,Clear
2015041401,Clear
2015041402,Clear
2015041403,Clear
2015041404,Overcast
2015041405,Overcast
2015041405,Overcast
2015041406,Overcast
2015041406,Overcast
2015041407,Overcast
2015041408,Overcast
2015041408,Overcast
2015041409,Overcast
2015041409,Overcast
2015041410,Overcast
2015041411,Overcast
2015041412,Overcast
2015041413,Overcast
2015041414,Overcast
2015041415,Mostly Cloudy
2015041416,Scattered Clouds
2015041417,Clear
2015041418,Clear
2015041419,Clear
2015041420,Mostly Cloudy
2015041421,Partly Cloudy
2015041422,Clear
2015041423,Clear
2015041500,Clear
2015041501,Clear
2015041502,Clear
2015041503,Clear
2015041504,Clear
2015041505,Clear
2015041506,Clear
2015041507,Clear
2015041508,Clear
2015041509,Clear
2015041510,Clear
2015041511,Clear
2015041512,Clear
2015041513,Clear
2015041514,Clear
2015041515,Clear
2015041516,Clear
2015041517,Clear
2015041518,Clear
2015041519,Clear
2015041520,Clear
2015041521,Clear
2015041522,Clear
2015041523,Clear
2015041600,Clear
2015041601,Clear
2015041602,Clear
2015041603,Clear
2015041604,Clear
2015041605,Clear
2015041606,Clear
2015041607,Clear
2015041608,Clear
2015041609,Clear
2015041610,Clear
2015041611,Clear
2015041612,Clear
2015041613,Clear
2015041614,Clear
2015041615,Clear
2015041616,Clear
2015041617,Clear
2015041618,Clear
2015041619,Clear
2015041620,Clear
2015041621,Clear
2015041622,Clear
2015041623,Clear
2015041700,Clear
2015041701,Mostly Cloudy
2015041702,Overcast
2015041703,Light Rain
2015041704,Light Rain
2015041705,Light Rain
2015041705,Light Rain
2015041705,Light Rain
2015041706,Overcast
2015041707,Overcast
2015041708,Overcast
2015041708,Overcast
2015041708,Overcast
2015041709,Overcast
2015041709,Overcast
2015041710,Overcast
2015041711,Overcast
2015041711,Overcast
2015041712,Overcast
2015041713,Overcast
2015041714,Mostly Cloudy
2015041714,Mostly Cloudy
2015041715,Mostly Cloudy
2015041715,Scattered Clouds
2015041716,Scattered Clouds
2015041717,Partly Cloudy
2015041718,Mostly Cloudy
2015041719,Overcast
2015041720,Scattered Clouds
2015041721,Clear
2015041722,Scattered Clouds
2015041723,Mostly Cloudy
2015041800,Clear
2015041801,Clear
2015041802,Scattered Clouds
2015041803,Clear
2015041804,Clear
2015041805,Clear
2015041806,Clear
2015041807,Clear
2015041808,Clear
2015041809,Clear
2015041810,Clear
2015041811,Clear
2015041812,Clear
2015041813,Clear
2015041814,Partly Cloudy
2015041815,Partly Cloudy
2015041816,Clear
2015041817,Clear
2015041818,Clear
2015041819,Clear
2015041820,Clear
2015041821,Clear
2015041822,Clear
2015041823,Clear
2015041900,Clear
2015041901,Clear
2015041902,Clear
2015041903,Clear
2015041904,Clear
2015041905,Clear
2015041906,Clear
2015041907,Clear
2015041908,Clear
2015041909,Clear
2015041910,Clear
2015041911,Clear
2015041912,Clear
2015041913,Clear
2015041914,Clear
2015041915,Clear
2015041916,Clear
2015041917,Clear
2015041918,Clear
2015041919,Clear
2015041920,Clear
2015041921,Clear
2015041922,Clear
2015041923,Clear
2015042000,Partly Cloudy
2015042001,Overcast
2015042001,Overcast
2015042002,Light Rain
2015042003,Overcast
2015042004,Overcast
2015042005,Overcast
2015042006,Overcast
2015042007,Overcast
2015042007,Light Rain
2015042008,Light Rain
2015042008,Rain
2015042008,Heavy Rain
2015042009,Rain
2015042009,Rain
2015042009,Heavy Rain
2015042010,Rain
2015042010,Rain
2015042011,Heavy Rain
2015042011,Light Rain
2015042011,Light Rain
2015042012,Rain
2015042012,Heavy Rain
2015042012,Rain
2015042012,Rain
2015042012,Light Rain
2015042013,Light Rain
2015042013,Overcast
2015042013,Overcast
2015042014,Overcast
2015042014,Overcast
2015042015,Overcast
2015042015,Overcast
2015042015,Overcast
2015042015,Overcast
2015042015,Overcast
2015042015,Overcast
2015042016,Overcast
2015042016,Overcast
2015042017,Overcast
2015042018,Fog
2015042018,Overcast
2015042019,Overcast
2015042019,Overcast
2015042020,Overcast
2015042020,Mist
2015042020,Fog
2015042021,Mist
2015042022,Fog
2015042023,Mist
2015042100,Overcast
2015042100,Overcast
2015042101,Overcast
2015042101,Overcast
2015042102,Overcast
2015042102,Light Rain
2015042102,Rain
2015042103,Light Rain
2015042103,Light Rain
2015042103,Light Rain
2015042103,Light Rain
2015042104,Light Rain
2015042105,Mostly Cloudy
2015042105,Light Rain
2015042105,Light Rain
2015042106,Overcast
2015042107,Overcast
2015042108,Overcast
2015042108,Light Rain
2015042108,Light Rain
2015042108,Light Rain
2015042109,Heavy Rain
2015042109,Light Rain
2015042109,Overcast
2015042110,Scattered Clouds
2015042110,Partly Cloudy
2015042111,Clear
2015042112,Mostly Cloudy
2015042113,Partly Cloudy
2015042114,Clear
2015042115,Clear
2015042116,Clear
2015042117,Clear
2015042118,Partly Cloudy
2015042119,Clear
2015042120,Clear
2015042121,Clear
2015042122,Clear
2015042123,Clear
2015042200,Clear
2015042201,Scattered Clouds
2015042202,Clear
2015042203,Clear
2015042204,Partly Cloudy
2015042205,Overcast
2015042206,Mostly Cloudy
2015042207,Clear
2015042208,Clear
2015042209,Clear
2015042210,Clear
2015042211,Clear
2015042212,Clear
2015042213,Mostly Cloudy
2015042214,Mostly Cloudy
2015042215,Rain
2015042216,Light Rain
2015042217,Light Rain
2015042218,Light Rain
2015042219,Overcast
2015042220,Scattered Clouds
2015042221,Clear
2015042222,Clear
2015042223,Scattered Clouds
2015042300,Partly Cloudy
2015042301,Overcast
2015042302,Clear
2015042303,Clear
2015042304,Clear
2015042305,Clear
2015042306,Clear
2015042307,Clear
2015042308,Mostly Cloudy
2015042309,Scattered Clouds
2015042310,Overcast
2015042311,Scattered Clouds
2015042312,Overcast
2015042313,Mostly Cloudy
2015042314,Mostly Cloudy
2015042315,Overcast
2015042316,Overcast
2015042317,Overcast
2015042318,Overcast
2015042319,Partly Cloudy
2015042320,Clear
2015042321,Clear
2015042322,Clear
2015042323,Clear
2015042400,Overcast
2015042401,Mostly Cloudy
2015042402,Overcast
2015042403,Overcast
2015042404,Overcast
2015042405,Overcast
2015042406,Overcast
2015042407,Overcast
2015042408,Mostly Cloudy
2015042409,Overcast
2015042410,Mostly Cloudy
2015042411,Overcast
2015042412,Mostly Cloudy
2015042413,Overcast
2015042414,Mostly Cloudy
2015042415,Partly Cloudy
2015042416,Clear
2015042417,Clear
2015042418,Clear
2015042419,Clear
2015042420,Clear
2015042421,Clear
2015042422,Clear
2015042423,Clear
2015042500,Clear
2015042501,Clear
2015042502,Clear
2015042503,Clear
2015042504,Clear
2015042505,Clear
2015042506,Clear
2015042507,Clear
2015042508,Clear
2015042509,Clear
2015042510,Clear
2015042511,Clear
2015042512,Clear
2015042513,Clear
2015042514,Clear
2015042515,Clear
2015042516,Clear
2015042517,Clear
2015042518,Clear
2015042519,Clear
2015042520,Clear
2015042521,Clear
2015042522,Clear
2015042523,Clear
2015042600,Clear
2015042601,Clear
2015042602,Clear
2015042603,Clear
2015042604,Clear
2015042605,Clear
2015042606,Clear
2015042607,Clear
2015042608,Clear
2015042609,Clear
2015042610,Clear
2015042611,Clear
2015042612,Mostly Cloudy
2015042613,Overcast
2015042614,Overcast
2015042615,Overcast
2015042616,Overcast
2015042617,Overcast
2015042618,Overcast
2015042619,Overcast
2015042620,Mostly Cloudy
2015042621,Clear
2015042622,Clear
2015042623,Clear
2015042700,Mostly Cloudy
2015042701,Overcast
2015042702,Mostly Cloudy
2015042703,Mostly Cloudy
2015042704,Overcast
2015042705,Overcast
2015042706,Overcast
2015042707,Overcast
2015042708,Overcast
2015042709,Partly Cloudy
2015042710,Clear
2015042711,Mostly Cloudy
2015042712,Overcast
2015042713,Overcast
2015042714,Overcast
2015042715,Overcast
2015042716,Partly Cloudy
2015042717,Mostly Cloudy
2015042718,Overcast
2015042719,Overcast
2015042720,Overcast
2015042721,Overcast
2015042722,Overcast
2015042723,Mostly Cloudy
2015042800,Scattered Clouds
2015042801,Mostly Cloudy
2015042802,Overcast
2015042803,Scattered Clouds
2015042804,Clear
2015042805,Clear
2015042806,Clear
2015042807,Clear
2015042808,Clear
2015042809,Clear
2015042810,Clear
2015042811,Partly Cloudy
2015042812,Partly Cloudy
2015042813,Clear
2015042814,Scattered Clouds
2015042815,Clear
2015042816,Scattered Clouds
2015042817,Clear
2015042818,Mostly Cloudy
2015042819,Mostly Cloudy
2015042820,Mostly Cloudy
2015042821,Overcast
2015042822,Clear
2015042823,Clear
2015042900,Clear
2015042901,Clear
2015042902,Clear
2015042903,Clear
2015042904,Clear
2015042905,Clear
2015042906,Clear
2015042907,Clear
2015042908,Clear
2015042909,Clear
2015042910,Clear
2015042911,Mostly Cloudy
2015042912,Clear
2015042913,Clear
2015042914,Partly Cloudy
2015042915,Scattered Clouds
2015042916,Mostly Cloudy
2015042917,Scattered Clouds
2015042918,Partly Cloudy
2015042919,Clear
2015042920,Clear
2015042921,Partly Cloudy
2015042922,Clear
2015042923,Clear
2015043000,Clear
2015043001,Clear
2015043002,Clear
2015043003,Clear
2015043004,Clear
2015043005,Partly Cloudy
2015043006,Mostly Cloudy
2015043006,Overcast
2015043007,Scattered Clouds
2015043007,Clear
2015043008,Mostly Cloudy
2015043009,Overcast
2015043010,Overcast
2015043011,Overcast
2015043012,Overcast
2015043013,Clear
2015043014,Clear
2015043015,Clear
2015043016,Clear
2015043017,Clear
2015043018,Clear
2015043019,Clear
2015043020,Clear
2015043021,Partly Cloudy
2015043022,Mostly Cloudy
2015043023,Overcast
2015043100,Overcast
2015043101,Overcast
2015043102,Overcast
2015043103,Overcast
2015043104,Overcast
2015043105,Mostly Cloudy
2015043106,Mostly Cloudy
2015043107,Overcast
2015043108,Overcast
2015043109,Mostly Cloudy
2015043110,Overcast
2015043111,Overcast
2015043112,Scattered Clouds
2015043113,Mostly Cloudy
2015043114,Scattered Clouds
2015043115,Partly Cloudy
2015043116,Clear
2015043117,Mostly Cloudy
2015043118,Overcast
2015043119,Overcast
2015043120,Partly Cloudy
2015043121,Overcast
2015043122,Mostly Cloudy
2015043123,Overcast
2015050100,Overcast
2015050101,Overcast
2015050102,Overcast
2015050103,Overcast
2015050104,Overcast
2015050105,Mostly Cloudy
2015050106,Mostly Cloudy
2015050107,Overcast
2015050108,Overcast
2015050109,Mostly Cloudy
2015050110,Overcast
2015050111,Overcast
2015050112,Scattered Clouds
2015050113,Mostly Cloudy
2015050114,Scattered Clouds
2015050115,Partly Cloudy
2015050116,Clear
2015050117,Mostly Cloudy
2015050118,Overcast
2015050119,Overcast
2015050120,Partly Cloudy
2015050121,Overcast
2015050122,Mostly Cloudy
2015050123,Overcast
2015050200,Partly Cloudy
2015050201,Clear
2015050202,Overcast
2015050203,Overcast
2015050204,Overcast
2015050205,Scattered Clouds
2015050206,Clear
2015050207,Clear
2015050208,Clear
2015050209,Haze
2015050209,Clear
2015050209,Clear
2015050210,Clear
2015050211,Clear
2015050212,Clear
2015050213,Clear
2015050214,Clear
2015050215,Clear
2015050216,Clear
2015050217,Clear
2015050218,Clear
2015050219,Clear
2015050220,Partly Cloudy
